dropoutFlag,eta_hat(1,1),eta_hat(2,1),eta_hat(3,1),eta_noise(1,1),eta_noise(2,1),eta_noise(3,1),eta_tilde(1,1),eta_tilde(2,1),eta_tilde(3,1),u_real  ,Current Mode ,tau_yaw,tau_x,tau_y,P_d(1,1),P_d(2,1),eta_real(1,1),eta_real(2,1),eta_real(3,1),Residual(1,1),Residual(2,1),Tau_post(1,1),Tau_post(2,1),Tau_post(3,1)
0.000000,1.750211,-1.389845,3.718823,1.800119,-1.327205,3.781747,0.049908,0.062640,0.062923,0.000000,0.000000,0.000000,0.000000,0.000000,1.576554,-1.577669,1.800119,-1.327205,3.781747,1.445832,1.000000,0.340571,0.089450,0.000395
0.000000,1.750502,-1.390102,3.720472,1.800270,-1.327397,3.784059,0.049768,0.062705,0.063588,0.000000,0.000000,0.000000,0.000000,0.000000,1.576509,-1.577339,1.800270,-1.327397,3.784059,1.403069,1.000000,0.340248,0.086544,0.000477
0.000000,1.750753,-1.390325,3.722143,1.800386,-1.327549,3.786593,0.049633,0.062776,0.064450,0.000000,0.000000,0.000000,0.000000,0.000000,1.576464,-1.577007,1.800386,-1.327549,3.786593,1.387308,1.000000,0.339682,0.083951,0.000560
0.000000,1.750986,-1.390528,3.723838,1.800612,-1.327788,3.788925,0.049626,0.062740,0.065087,0.000000,0.000000,0.000000,0.000000,0.000000,1.576418,-1.576675,1.800612,-1.327788,3.788925,1.392460,1.000000,0.339097,0.081523,0.000642
0.000000,1.751207,-1.390725,3.725556,1.800746,-1.328085,3.791089,0.049539,0.062639,0.065533,0.000000,0.000000,0.000000,0.000000,0.000000,1.576373,-1.576343,1.800746,-1.328085,3.791089,1.441052,1.000000,0.338446,0.079158,0.000723
0.000000,1.751406,-1.390937,3.727293,1.800972,-1.328451,3.793392,0.049566,0.062486,0.066099,0.000000,0.000000,0.000000,0.000000,0.000000,1.576328,-1.576010,1.800972,-1.328451,3.793392,1.441257,1.000000,0.337310,0.076792,0.000804
0.000000,1.751625,-1.391180,3.729050,1.801260,-1.328889,3.795552,0.049635,0.062291,0.066502,0.000000,0.000000,0.000000,0.000000,0.000000,1.576282,-1.575676,1.801260,-1.328889,3.795552,1.436620,1.000000,0.336285,0.074201,0.000885
0.000000,1.751859,-1.391460,3.730826,1.801632,-1.329357,3.797883,0.049773,0.062103,0.067057,0.000000,0.000000,0.000000,0.000000,0.000000,1.576237,-1.575341,1.801632,-1.329357,3.797883,1.390432,1.000000,0.335215,0.071374,0.000965
0.000000,1.752120,-1.391782,3.732620,1.801959,-1.329891,3.800015,0.049839,0.061891,0.067395,0.000000,0.000000,0.000000,0.000000,0.000000,1.576191,-1.575006,1.801959,-1.329891,3.800015,1.390031,1.000000,0.334197,0.068258,0.001044
0.000000,1.752380,-1.392134,3.734431,1.802191,-1.330449,3.802249,0.049811,0.061685,0.067819,0.000000,0.000000,0.000000,0.000000,0.000000,1.576146,-1.574670,1.802191,-1.330449,3.802249,1.408431,1.000000,0.332909,0.065010,0.001123
0.000000,1.752643,-1.392506,3.736259,1.802440,-1.330899,3.804334,0.049797,0.061607,0.068076,0.000000,0.000000,0.000000,0.000000,0.000000,1.576100,-1.574333,1.802440,-1.330899,3.804334,1.397038,1.000000,0.331578,0.061676,0.001202
0.000000,1.752885,-1.392857,3.738103,1.802658,-1.331193,3.806766,0.049773,0.061664,0.068662,0.000000,0.000000,0.000000,0.000000,0.000000,1.576054,-1.573996,1.802658,-1.331193,3.806766,1.335086,1.000000,0.330255,0.058539,0.001281
0.000000,1.753110,-1.393155,3.739964,1.802876,-1.331350,3.808632,0.049767,0.061805,0.068669,0.000000,0.000000,0.000000,0.000000,0.000000,1.576008,-1.573658,1.802876,-1.331350,3.808632,1.364082,1.000000,0.329359,0.055749,0.001360
0.000000,1.753321,-1.393380,3.741839,1.803074,-1.331442,3.810806,0.049753,0.061938,0.068968,0.000000,0.000000,0.000000,0.000000,0.000000,1.575962,-1.573319,1.803074,-1.331442,3.810806,1.348123,1.000000,0.329169,0.053385,0.001439
0.000000,1.753516,-1.393540,3.743726,1.803210,-1.331553,3.812848,0.049694,0.061987,0.069122,0.000000,0.000000,0.000000,0.000000,0.000000,1.575916,-1.572980,1.803210,-1.331553,3.812848,1.361851,1.000000,0.329436,0.051401,0.001517
