Safety_zonee_signal,N_d,psi_0 ,x_0,X_d,y_0,Y_d,u_hat,u_real  ,Absolute Time
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.009977,0.030394,3571748762.409836
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.009898,0.030382,3571748762.419834
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.009820,0.030370,3571748762.429835
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.009742,0.030358,3571748762.439834
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.009665,0.030347,3571748762.449833
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.009589,0.030335,3571748762.459836
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.009513,0.030323,3571748762.469834
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.009437,0.030312,3571748762.479827
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.009363,0.030300,3571748762.489833
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.009289,0.030288,3571748762.499833
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.009215,0.030277,3571748762.509833
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.009142,0.030265,3571748762.519835
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.009070,0.030253,3571748762.529834
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.008998,0.030242,3571748762.539834
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.008927,0.030230,3571748762.549833
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.008857,0.030218,3571748762.559834
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.008787,0.030207,3571748762.569835
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.008717,0.030195,3571748762.579828
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.008648,0.030183,3571748762.589835
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.008580,0.030172,3571748762.599833
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.008512,0.030160,3571748762.609833
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.008445,0.030148,3571748762.619834
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.008378,0.030137,3571748762.629833
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.008312,0.030125,3571748762.639836
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.008246,0.030113,3571748762.649836
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.008181,0.030102,3571748762.659834
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.008116,0.030090,3571748762.669833
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.008052,0.030078,3571748762.679829
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.007988,0.030067,3571748762.689834
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.007925,0.030055,3571748762.699835
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.007862,0.030044,3571748762.709835
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.007800,0.030032,3571748762.719832
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.007738,0.030020,3571748762.729834
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.007677,0.030009,3571748762.739834
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.007616,0.029997,3571748762.749834
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.007556,0.029986,3571748762.759836
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.007496,0.029974,3571748762.769835
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.007437,0.029963,3571748762.779825
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.007378,0.029951,3571748762.789833
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.007320,0.029939,3571748762.799834
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.007262,0.029928,3571748762.809834
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.007205,0.029916,3571748762.819835
0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000,0.007148,0.029905,3571748762.829835
