Safety_zonee_signal,N_d,psi_0 ,x_0,X_d,y_0,Y_d,u_hat,u_real  ,Absolute Time
1.000000,0.000000,0.000000,0.000000,-0.001774,0.000000,0.000000,0.038576,0.001774,3571749716.893828
1.000000,0.000000,0.000000,0.000000,-0.001772,0.000000,0.000000,0.038561,0.001772,3571749716.903818
1.000000,0.000000,0.000000,0.000000,-0.001771,0.000000,0.000000,0.038546,0.001771,3571749716.913826
1.000000,0.000000,0.000000,0.000000,-0.001769,0.000000,0.000000,0.038531,0.001769,3571749716.923827
1.000000,0.000000,0.000000,0.000000,-0.001767,0.000000,0.000000,0.038515,0.001767,3571749716.933826
1.000000,0.000000,0.000000,0.000000,-0.001765,0.000000,0.000000,0.038500,0.001765,3571749716.943828
1.000000,0.000000,0.000000,0.000000,-0.001764,0.000000,0.000000,0.038485,0.001764,3571749716.953828
1.000000,0.000000,0.000000,0.000000,-0.001762,0.000000,0.000000,0.038470,0.001762,3571749716.963826
1.000000,0.000000,0.000000,0.000000,-0.001760,0.000000,0.000000,0.038455,0.001760,3571749716.973827
1.000000,0.000000,0.000000,0.000000,-0.001758,0.000000,0.000000,0.038439,0.001758,3571749716.983825
1.000000,0.000000,0.000000,0.000000,-0.001757,0.000000,0.000000,0.038424,0.001757,3571749716.993826
1.000000,0.000000,0.000000,0.000000,-0.001755,0.000000,0.000000,0.038409,0.001755,3571749717.003818
1.000000,0.000000,0.000000,0.000000,-0.001753,0.000000,0.000000,0.038394,0.001753,3571749717.013828
1.000000,0.000000,0.000000,0.000000,-0.001751,0.000000,0.000000,0.038379,0.001751,3571749717.023828
1.000000,0.000000,0.000000,0.000000,-0.001750,0.000000,0.000000,0.038363,0.001750,3571749717.033826
1.000000,0.000000,0.000000,0.000000,-0.001748,0.000000,0.000000,0.038348,0.001748,3571749717.043826
1.000000,0.000000,0.000000,0.000000,-0.001746,0.000000,0.000000,0.038333,0.001746,3571749717.053826
1.000000,0.000000,0.000000,0.000000,-0.001745,0.000000,0.000000,0.038318,0.001745,3571749717.063828
1.000000,0.000000,0.000000,0.000000,-0.001743,0.000000,0.000000,0.038303,0.001743,3571749717.073827
1.000000,0.000000,0.000000,0.000000,-0.001741,0.000000,0.000000,0.038288,0.001741,3571749717.083825
1.000000,0.000000,0.000000,0.000000,-0.001739,0.000000,0.000000,0.038273,0.001739,3571749717.093827
1.000000,0.000000,0.000000,0.000000,-0.001738,0.000000,0.000000,0.038257,0.001738,3571749717.103818
1.000000,0.000000,0.000000,0.000000,-0.001736,0.000000,0.000000,0.038242,0.001736,3571749717.113826
1.000000,0.000000,0.000000,0.000000,-0.001734,0.000000,0.000000,0.038227,0.001734,3571749717.123828
1.000000,0.000000,0.000000,0.000000,-0.001732,0.000000,0.000000,0.038212,0.001732,3571749717.133828
1.000000,0.000000,0.000000,0.000000,-0.001731,0.000000,0.000000,0.038197,0.001731,3571749717.143826
1.000000,0.000000,0.000000,0.000000,-0.001729,0.000000,0.000000,0.038182,0.001729,3571749717.153826
1.000000,0.000000,0.000000,0.000000,-0.001727,0.000000,0.000000,0.038167,0.001727,3571749717.163828
1.000000,0.000000,0.000000,0.000000,-0.001726,0.000000,0.000000,0.038152,0.001726,3571749717.173827
1.000000,0.000000,0.000000,0.000000,-0.001724,0.000000,0.000000,0.038137,0.001724,3571749717.183827
1.000000,0.000000,0.000000,0.000000,-0.001722,0.000000,0.000000,0.038122,0.001722,3571749717.193828
1.000000,0.000000,0.000000,0.000000,-0.001721,0.000000,0.000000,0.038107,0.001721,3571749717.203820
