Dropout_signaINl,L2_continuous,PosXRight,PosYRight,R2_continuous,Select,K_phi,NoiseEnable,NoisePowHead,NoisePowPos,psi_in,r_in,ResetIntegra_Select,u_in,v_in,x_in,y_in,Dropout_signaOUT,u_hat,u_real  ,Absolute Time
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.279787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.289787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.299787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.309782
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.319787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.329786
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.339787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.349786
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.359787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.369788
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.379787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.389787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.399787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.409782
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.419787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.429787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.439785
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.449786
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.459787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.469788
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.479787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.489789
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.499786
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.509782
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.519785
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.529787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.539788
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.549788
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.559787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.569785
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.579786
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.589787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.599788
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.609787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.619787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.629786
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.639787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.649786
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.659788
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.669788
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.679786
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.689787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.699787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.709784
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.719788
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.729787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.739787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.749787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.759788
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.769786
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.779788
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.789788
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.799788
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.809781
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.819786
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.829786
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.839787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.849788
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.859787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.869787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.879786
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.889787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.899787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.909782
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.919786
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.929788
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.939787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.949787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.959787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.969789
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.979787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.989786
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661621.999787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.009782
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.019788
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.029788
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.039786
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.049787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.059788
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.069787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.079788
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.089787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.099786
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.109782
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.119787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.129786
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.139787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.149787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.159788
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.169786
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.179787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.189786
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.199788
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.209783
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.219786
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.229786
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.239786
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.249786
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.259787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.269788
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.279787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.289787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.299788
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.309782
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.319787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.329788
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.339786
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.349787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.359787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.369787
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.379786
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.389788
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.399788
0.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,0.001000,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3571661622.409782
